,counts
2024-11-01 12:31:00,22.0
2024-11-01 12:32:00,7.0
2024-11-01 12:33:00,11.0
2024-11-01 12:34:00,11.0
2024-11-01 12:35:00,7.0
2024-11-01 12:36:00,10.0
2024-11-01 12:37:00,5.0
2024-11-01 12:38:00,3.0
2024-11-01 12:39:00,5.0
2024-11-01 12:40:00,12.0
2024-11-01 12:41:00,21.0
2024-11-01 12:42:00,18.0
2024-11-01 12:43:00,29.0
2024-11-01 12:44:00,102.0
2024-11-01 12:45:00,119.0
2024-11-01 12:46:00,156.0
2024-11-01 12:47:00,282.0
2024-11-01 12:48:00,414.0
2024-11-01 12:49:00,584.0
2024-11-01 12:50:00,594.0
2024-11-01 12:51:00,365.0
2024-11-01 12:52:00,176.0
2024-11-01 12:53:00,103.0
2024-11-01 12:54:00,71.0
2024-11-01 12:55:00,26.0
2024-11-01 12:56:00,21.0
2024-11-01 12:57:00,13.0
2024-11-01 12:58:00,7.0
2024-11-01 12:59:00,4.0
2024-11-01 13:00:00,5.0
2024-11-01 13:01:00,5.0
2024-11-01 13:02:00,7.0
2024-11-01 13:03:00,12.0
2024-11-01 13:04:00,12.0
2024-11-01 13:05:00,10.0
2024-11-01 13:06:00,11.0
2024-11-01 13:07:00,10.0
2024-11-01 13:08:00,5.0
2024-11-01 13:09:00,3.0
2024-11-01 13:10:00,5.0
2024-11-01 13:11:00,3.0
2024-11-01 13:12:00,0.0
2024-11-01 13:13:00,9.0
2024-11-01 13:14:00,6.0
2024-11-01 13:15:00,3.0
2024-11-01 13:16:00,8.0
2024-11-01 13:17:00,2.0
2024-11-01 13:18:00,3.0
2024-11-01 13:19:00,2.0
2024-11-01 13:20:00,10.0
2024-11-01 13:21:00,16.0
2024-11-01 13:22:00,8.0
2024-11-01 13:23:00,6.0
2024-11-01 13:24:00,10.0
2024-11-01 13:25:00,6.0
2024-11-01 13:26:00,3.0
2024-11-01 13:27:00,2.0
2024-11-01 13:28:00,1.0
2024-11-01 13:29:00,3.0
2024-11-01 13:30:00,4.0
2024-11-01 13:31:00,2.0
2024-11-01 13:32:00,2.0
2024-11-01 13:33:00,6.0
2024-11-01 13:34:00,2.0
2024-11-01 13:35:00,3.0
2024-11-01 13:36:00,1.0
2024-11-01 13:37:00,7.0
2024-11-01 13:38:00,1.0
2024-11-01 13:39:00,5.0
2024-11-01 13:40:00,5.0
2024-11-01 13:41:00,7.0
2024-11-01 13:42:00,7.0
2024-11-01 13:43:00,6.0
2024-11-01 13:44:00,11.0
2024-11-01 13:45:00,3.0
2024-11-01 13:46:00,7.0
2024-11-01 13:47:00,5.0
2024-11-01 13:48:00,5.0
2024-11-01 13:49:00,17.0
2024-11-01 13:50:00,28.0
2024-11-01 13:51:00,23.0
2024-11-01 13:52:00,5.0
2024-11-01 13:53:00,11.0
2024-11-01 13:54:00,11.0
2024-11-01 13:55:00,13.0
2024-11-01 13:56:00,38.0
2024-11-01 13:57:00,6.0
2024-11-01 13:58:00,16.0
2024-11-01 13:59:00,8.0
2024-11-01 14:00:00,3.0
2024-11-01 14:01:00,6.0
2024-11-01 14:02:00,10.0
2024-11-01 14:03:00,9.0
2024-11-01 14:04:00,5.0
2024-11-01 14:05:00,9.0
2024-11-01 14:06:00,6.0
2024-11-01 14:07:00,6.0
2024-11-01 14:08:00,11.0
2024-11-01 14:09:00,5.0
2024-11-01 14:10:00,4.0
2024-11-01 14:11:00,6.0
2024-11-01 14:12:00,5.0
2024-11-01 14:13:00,10.0
2024-11-01 14:14:00,8.0
2024-11-01 14:15:00,3.0
2024-11-01 14:16:00,6.0
2024-11-01 14:17:00,5.0
2024-11-01 14:18:00,15.0
2024-11-01 14:19:00,35.0
2024-11-01 14:20:00,35.0
2024-11-01 14:21:00,47.0
2024-11-01 14:22:00,132.0
2024-11-01 14:23:00,492.0
2024-11-01 14:24:00,2024.0
2024-11-01 14:25:00,2964.0
2024-11-01 14:26:00,4897.0
2024-11-01 14:27:00,6542.0
2024-11-01 14:28:00,5224.0
2024-11-01 14:29:00,3652.0
2024-11-01 14:30:00,2468.0
2024-11-01 14:31:00,1526.0
2024-11-01 14:32:00,756.0
2024-11-01 14:33:00,376.0
2024-11-01 14:34:00,305.0
2024-11-01 14:35:00,187.0
2024-11-01 14:36:00,121.0
2024-11-01 14:37:00,93.0
2024-11-01 14:38:00,79.0
2024-11-01 14:39:00,49.0
2024-11-01 14:40:00,40.0
2024-11-01 14:41:00,28.0
2024-11-01 14:42:00,23.0
2024-11-01 14:43:00,16.0
2024-11-01 14:44:00,17.0
2024-11-01 14:45:00,17.0
2024-11-01 14:46:00,11.0
